id,username,date,tweet
1678620973938126849,GentlemanType,2023-07-11 04:23:22+00:00,"RT @DailyLoud: Dave Portnoy on Tom Brady dating Kim Kardashian:

“If he wants to f–k her, go f–k her in a motel and gossip and tell your fr…"
1678620915838451712,jasxiverson,2023-07-11 04:23:08+00:00,"RT @DailyLoud: Dave Portnoy on Tom Brady dating Kim Kardashian:

“If he wants to f–k her, go f–k her in a motel and gossip and tell your fr…"
1678620908800593921,McMahonBon,2023-07-11 04:23:06+00:00,RT @RobynSa81594651: Motel Rescue's Lindsey Kurowski On Her Biggest Remodeling Challenge &amp; Bouncing Back - Exclusive Interview https://t.co…
1678620907063869440,Vitormtd3,2023-07-11 04:23:06+00:00,RT @SweetDaavid: devo ser o único homem que nunca foi no motel 🤣🤣
1678620894758080514,McMahonBon,2023-07-11 04:23:03+00:00,RT @kjzzphoenix: The Maricopa County Board of Supervisors has allocated $4 million in American Rescue Plan Act funding to the city of Mesa…
1678620800671436800,curla_,2023-07-11 04:22:40+00:00,"RT @DailyLoud: Dave Portnoy on Tom Brady dating Kim Kardashian:

“If he wants to f–k her, go f–k her in a motel and gossip and tell your fr…"
1678620755775332355,LalyMuAr52,2023-07-11 04:22:30+00:00,RT @ChanoDeLaVega1: Pero a Pepa Hoffmann nadie le pidió la renuncia cuando la PDI la pilló jalando cocaína junto a su amante DC en un motel…
1678620616541257728,FrankiesTwoLoud,2023-07-11 04:21:56+00:00,"RT @DailyLoud: Dave Portnoy on Tom Brady dating Kim Kardashian:

“If he wants to f–k her, go f–k her in a motel and gossip and tell your fr…"
1678620588384952320,Daten_FCB,2023-07-11 04:21:50+00:00,"RT @DailyLoud: Dave Portnoy on Tom Brady dating Kim Kardashian:

“If he wants to f–k her, go f–k her in a motel and gossip and tell your fr…"
1678620515647275009,RachelLuca5,2023-07-11 04:21:32+00:00,@elisabet_tckr LMFAOOOO WE AT THE HOTEL MOTEL HOLIDAY INN (it’s funnier bc that’s the hotel I work for)💀
1678620503295029249,jahswillDaniel0,2023-07-11 04:21:29+00:00,"RT @DailyLoud: Dave Portnoy on Tom Brady dating Kim Kardashian:

“If he wants to f–k her, go f–k her in a motel and gossip and tell your fr…"
1678620216694022144,RashidA24924294,2023-07-11 04:20:21+00:00,"RT @itsJeffTiedrich: if you're shitting bricks because Joe Biden weekends in Delaware, just wait until you hear about the guy who gouged th…"
1678620136113332224,mdroktimislam,2023-07-11 04:20:02+00:00,Momo Inn 5 Star Hotel in Bogura. #mdroktimislam680 #Bogura #hotel #Motel https://t.co/mRWCP1U0GN
1678620046837313537,matiasvalle0708,2023-07-11 04:19:41+00:00,"No sé por qué me sale tanta publicidad de motel en ig, será alguna indirecta?"
1678619939777773569,swfayal,2023-07-11 04:19:15+00:00,@luanmatyas no motel da luz vermelha
1678619929065431041,_chege__,2023-07-11 04:19:12+00:00,"RT @DailyLoud: Dave Portnoy on Tom Brady dating Kim Kardashian:

“If he wants to f–k her, go f–k her in a motel and gossip and tell your fr…"
