id,username,date,tweet
1680912949441880064,acil_hached,2023-07-17 12:10:51+00:00,"RT @ImChelseaGreen: To whom it may concern @WWE …
I will be arriving promptly at 2pm to Atlanta, GA. At that time, I expect: 
- car service…"
1680912485145092097,tvforhotels,2023-07-17 12:09:00+00:00,Melbourne’s $340 million dual hotel project gets green light - https://t.co/6xfBUqqwnf #hotels #hospitality… https://t.co/0nzyXQniOQ
1680911678039285762,nylerobin,2023-07-17 12:05:48+00:00,"RT @ImChelseaGreen: To whom it may concern @WWE …
I will be arriving promptly at 2pm to Atlanta, GA. At that time, I expect: 
- car service…"
1680909933695619073,boyiori,2023-07-17 11:58:52+00:00,"Hotel Sansuikan in Beppu https://t.co/XHtOB0lU8Z ผ่าน @takamakuragambo 

I checked in at the hotel on April 19, 
 2… https://t.co/LztHxB8RQD"
1680908457065558016,MOXmayhem,2023-07-17 11:53:00+00:00,"RT @ImChelseaGreen: To whom it may concern @WWE …
I will be arriving promptly at 2pm to Atlanta, GA. At that time, I expect: 
- car service…"
1680907397089357825,KeishaRansome22,2023-07-17 11:48:47+00:00,"RT @ImChelseaGreen: To whom it may concern @WWE …
I will be arriving promptly at 2pm to Atlanta, GA. At that time, I expect: 
- car service…"
1680903595577815040,BristolSociety3,2023-07-17 11:33:41+00:00,@Emilio4Bath I'd like to sit down and have a long conversation with the person/people who green lit the plans for the Hilton Hotel.
1680903526396973056,ice_reckless,2023-07-17 11:33:25+00:00,"RT @ImChelseaGreen: To whom it may concern @WWE …
I will be arriving promptly at 2pm to Atlanta, GA. At that time, I expect: 
- car service…"
1680902835356020738,RoselynNeptune,2023-07-17 11:30:40+00:00,It’s sad that nobody ever takes me through an aztec ruin full of traps to get a green orb and then drag me back to a hotel for the good end
1680899336035618816,ELConservatives,2023-07-17 11:16:45+00:00,"Scottish taxpayers are already paying for SNP/Green chauffeur driven limos, expensive hotel stays, flights all over… https://t.co/lgk8o3qrq2"
1680890278910238721,jsdubaiproperty,2023-07-17 10:40:46+00:00,"60% Open Green Cover  with an Exclusive Amenitie 

☕️  Cafe
📚  Library 
💪  Gym
🤾‍♀️  Kids Play Area 
🚲 Bicycle Trac… https://t.co/o9KIDwEtLk"
1680886883054698497,sandrajshevey,2023-07-17 10:27:16+00:00,"@OwdAlbert Wrong. This is what I like`D` about England, which you found mostly North. Simple pleasures. Don`t forge… https://t.co/eRyWkrHAez"
1680882245098258432,ReadingTallMe,2023-07-17 10:08:51+00:00,@dtpxl Yes but only when there were no green ones! Turned out that was the right decision as we had 5km to do to ge… https://t.co/rWgSQLIwkK
1680877484588560386,petophotelsply,2023-07-17 09:49:56+00:00,Plastic-free hotel disposable slippers with cotton fabric and eco cork sole that makes hotels be more green.… https://t.co/kWjBJKMeTl
1680867152281182210,e_m_e_t_i_b,2023-07-17 09:08:52+00:00,"RT @ImChelseaGreen: To whom it may concern @WWE …
I will be arriving promptly at 2pm to Atlanta, GA. At that time, I expect: 
- car service…"
1680857563456475136,losttrashking,2023-07-17 08:30:46+00:00,"RT @ImChelseaGreen: To whom it may concern @WWE …
I will be arriving promptly at 2pm to Atlanta, GA. At that time, I expect: 
- car service…"
1680852486440222720,TFEhotels,2023-07-17 08:10:36+00:00,RT @hmmag: Planning approval has been granted to Capital Alliance for a $340 million dual hotel project involving two major TFE Hotels bran…
1680852236157722625,clarkyonthego,2023-07-17 08:09:36+00:00,RT @hmmag: Planning approval has been granted to Capital Alliance for a $340 million dual hotel project involving two major TFE Hotels bran…
1680846396037947392,GreenlightHotl,2023-07-17 07:46:24+00:00,"Sip, savor, and indulge in the cappuccino bliss at Green Light Hotel, Dar es Salaam ☕️✨

We are located at Tabata S… https://t.co/XqyuXyEB6i"
1680846336252428289,Jigsaw_PR,2023-07-17 07:46:09+00:00,"#CapeTown voted best city in the world! @AnewHotels #GreenPoint offers an incredible deal 

https://t.co/l049gftzM3"
1680841449271701505,Blvssomv,2023-07-17 07:26:44+00:00,"RT @ImChelseaGreen: To whom it may concern @WWE …
I will be arriving promptly at 2pm to Atlanta, GA. At that time, I expect: 
- car service…"
1680839741426548737,NameSeenInLight,2023-07-17 07:19:57+00:00,"RT @ImChelseaGreen: To whom it may concern @WWE …
I will be arriving promptly at 2pm to Atlanta, GA. At that time, I expect: 
- car service…"
1680833905270878208,Rajendran271290,2023-07-17 06:56:46+00:00,"author car single hotel international college green program add 9842320️😜
 #乐鱼体育 #开云体育 #百家乐 #电子 #捕鱼 #电竞 #ag真人 #棋牌 I… https://t.co/STpuUpdNCQ"
1680828814128193536,TheWitc1395136,2023-07-17 06:36:32+00:00,"@RepSummerLee I made like $32,000 in Iraq working 13 hours every day. My best friend committed suicide in a portapo… https://t.co/tpT8mllSLJ"
1680818497071509505,thepufferr,2023-07-17 05:55:32+00:00,"RT @ImChelseaGreen: To whom it may concern @WWE …
I will be arriving promptly at 2pm to Atlanta, GA. At that time, I expect: 
- car service…"
1680810609317916672,Themikeocchi,2023-07-17 05:24:11+00:00,"RT @ImChelseaGreen: To whom it may concern @WWE …
I will be arriving promptly at 2pm to Atlanta, GA. At that time, I expect: 
- car service…"
1680809093345472513,shivaAl45955591,2023-07-17 05:18:10+00:00,"RT @ImChelseaGreen: To whom it may concern @WWE …
I will be arriving promptly at 2pm to Atlanta, GA. At that time, I expect: 
- car service…"
1680806589434064896,AMIK_192051212,2023-07-17 05:08:13+00:00,RT @CalleighDC: Booked a hotel room para safe at hindi umagahin sa kalsada after the con. Turns out mas safe pa yata kung umuwi na lang ako…
1680794036704100352,unfanmas123,2023-07-17 04:18:20+00:00,"chest.  In all the photos you can see Izuku with a woman, in a restaurant, on the beach, outside a hotel.

Izuku ha… https://t.co/xwFAQ6a6C4"
1680787209954156546,MoonLavander,2023-07-17 03:51:13+00:00,"RT @ImChelseaGreen: To whom it may concern @WWE …
I will be arriving promptly at 2pm to Atlanta, GA. At that time, I expect: 
- car service…"
1680784604460900355,Kercedes,2023-07-17 03:40:51+00:00,"RT @ImChelseaGreen: To whom it may concern @WWE …
I will be arriving promptly at 2pm to Atlanta, GA. At that time, I expect: 
- car service…"
1680780417295630336,RECKLESSTENREC,2023-07-17 03:24:13+00:00,"[@demonhebi]

*It was another day at the Hazbin hotel. Things were quite peaceful today it wasn't turning out to be… https://t.co/O7VfGWsGHG"
1680779977480888320,felinebunny69,2023-07-17 03:22:28+00:00,"Yoongi spent three days locked up in the hotel, three days in which he endured a terrible time. He couldn't eat any… https://t.co/x9uWi0c0Zo"
1680773754136428545,skiffthemyth,2023-07-17 02:57:44+00:00,Amused by my hotel being actively renovated (hence the cheap ass room) but it has no AC and has some serious pulitz… https://t.co/FMHzXnpdN5
1680768142933389312,purling4peas,2023-07-17 02:35:27+00:00,"RT @ndngenuity: Sovereign Nations of Virginia Conference:
Green Economic Development on Tribal Lands on Thursday, September 14, 2023 at Vir…"
